,tweet,label
3717,Salman bhai ki produce ki huvi movie achi na ho ehsa ho hi ni skta....,posiitve
805,jo jo gali diya hai sabko sunna hoga ab,negative
2976,Salman bolo tumne mushalmano ko yeh kaha tha ke nai kyun ki me aapko bohut like karti thi agar aap kahonge ke tumne esa kuch nai bola toh hi main manungi please reply jarur karna kasam he aapko,neutral
2668,Meri bhi kr dijiye na plz.......mera bhatije ko thik kr dijiye ....apko allah ka wasta....,neutral
746,salman bhai aslamolikum ...,neutral
473,haha.... im selected... <3 mzaaa aa gya... umahhhhh bhai luvv uhh,posiitve
3293,Sir sab ko pata hai na aap kise ka bura krta Ho or na kise ka bura chahta ho loveyou,posiitve
387,"danyavad bahi ji,shubharatri ji",posiitve
2747,plz javab degey na,neutral
3713,Trailer tho badiya hai. Nd hero bhi handsome hai,posiitve
3074,sir aa jaao sabhi log aapke fans aapki wait kar rahe plz aa jaayie g plz....sir ek msg bda sa reply kar plz time nikalkar g,neutral
2579,4 : 19 ho rhe kha ho bhai,posiitve
985,flop movie kutta salman,negative
247,apka koi v yojna-Plan sahi Trah se upyog nahi ho paya h.....,negative
3611,"Sir i love u. MAIN aapka bhot bada faan hun,sir. Aap jo T-shart pehnte ho mujhe dedo Sir. Main HARYANA se hun Sir ji.my No. Sir 9991865726",posiitve
1373,music thik nahi hai,negative
3345,Ap jesi jaha miljati he fir durghatna ghatjati he,negative
3730,Bhai jaan kuch kami si lag rahi h... Pata nai kyun.....,negative
321,Future ki baat mat karo .Hamara aaj bigad raha hai.,negative
1146,Lov ew xo much salman,posiitve
583,Salman khan sir tayyar ha aaj ke party ke liye,posiitve
2039,Aa jao bhaijaan,neutral
3124,bhai tumhare bare me jyada nahi sochte tum dil me aate ho 4pm fb nahi...,neutral
253,Or kuch ho ja na ho par j bnda sarkari paise par duniya jarur ghum lega.,negative
2800,ab aa jaayiye mai aa gaya hu.....! ??,neutral
2782,RAB ko yaad karu ek fariyaad karu salman khan sir se baat karade ya RABBA salam khan sir ka deedar kara de ya RABBA. BHAI JAAN pls.wheting,neutral
748,Salman khan sir suna ha ap PAKISTAN ah rahy ha,neutral
3479,piz contect me,neutral
2790,nr 1 salman,posiitve
3473,Koy musalmaan ye film nahi dekhe ga ye film flop hogi,negative
2335,Mujhe sirf itna puchna hai KiAap har waqt itne log aur bodyguardWe ghire rehte ho hum jese aap KOKaise mil sakte hai???????Please give answer.,neutral
231,"Tu bhi jhootha nikla ,Vaada tera vaada hi nikla...",negative
3495,Me tumari movie nahi dekoga jabtak ke app mujse batnahi karte,negative
1339,Aaj ki party mere taraf se..,neutral
574,salman khan ji you looking owsm i love you salman me bta nhi skti ki me apki kitni bri fan hu ....,posiitve
687,Dost apki har ada achi lagti h,posiitve
1535,Delete mat karna himat hy to jawab to,negative
3684,trailer me hi dhasoo maza bhaijan namaskar,posiitve
995,Nahi to ye mat soch ke tu fanna nahi hoga ye khyal tera jhutha h,negative
188,I love u.modi sir jankibhi jarurat ho to mang lena haste haste.dedege aap ka subh sintak,posiitve
3189,Hum bhi aap se baat karna chahte h so plz plz one reply plz plz plz plz plz plz plz plz plz plz plz plz-1000;)),neutral
1539,4 mints more,neutral
172,modi ji pakishtan ko muhtod jabab dena hoga,posiitve
3095,sir humne 200 se bhi adik msg kiya pl 1 to kuch bol do aap,neutral
163,Jai hind modi ji,posiitve
3596,"nice tobe thiseid eve,,,,,eidmubarak",posiitve
3655,bad karna chahti hun mud thik nahi hai sab so rahe hai mammy aur chhoti bhan college jane ke liye jaldi uthti hai aur rat me bhi 12 1 baj jata hai sote isliye dophar me so jati hai papa bhi so rahe hai,neutral
1917,bhai aap se bat kab hogi,neutral
983,Lanat ho bajrangi shaitan par lanti slman,negative
1810,Kya bat kare aap se bhai sahb aap ne to apna wajod hi badal dia Fir bhi thanks for massage,posiitve
2708,"bhai,tu kaha hain",neutral
1131,Salman khan Teri maa ki chuth aur Teri bahan ki chood,negative
1562,assalamualaikum sallu bhai jumma mubarak ho sallu bhai twitter par mai hi ho aapko masages karti ho,posiitve
2919,Pata ni kabhi meri b kismat mehrbaan hogi or me b bhai jaan se mil paunga..Ae khuda. Raham..:-) <3,posiitve
2195,4 baj gaye Lekin sallu sir ki entry abi baaaki hai....,neutral
1109,Salman bhai ap mujhe bhot pasand ho,posiitve
2177,It's 4.3 pm,neutral
2806,mja aa gya bhai chat krk,neutral
305,Sat sat naman,neutral
1094,Salman khan am exited 4 ur n3w film #bajrangi #bhaijan .....................,posiitve
2454,"Bhaiiii jaaaan waiting fr uuuu....:(:(:(:(:(:,(:,(:,(",neutral
1748,tik hai bhai jaisa aap bolo,neutral
751,Galt baat ke muslmano kai khilaf ovisey ka sath de na de.....galt q bola...?,negative
2447,Hum dil de chuke sanam....,neutral
3600,mai apka ek chota sa fain hu,posiitve
459,Salman ji hey,posiitve
1588,Kaha ho bhai jaan ap... Sab wait kr raha ha,neutral
3343,Salman bhai kiyu aap sab se banga le rahe ho aap aap ke kam me jan do pilz,neutral
2168,1 rply sir plzz,neutral
13,BaH Guruji Kya style hai apka duniyako hila ke chhore hain.,posiitve
1466,Love u bhai jiii salman khan,posiitve
1045,Uske baad last mai apne liye kuch lelungi,neutral
2627,sir ji apka reply nahi dikh raha.... :(,neutral
419,Jai jai garvi GUJARAT,posiitve
1313,Tumare ghar pe,neutral
2096,sir 4 baj gaye aao na plz,neutral
2031,Kya baat kiya be shashi,neutral
2974,Bhaijaan kuch to bolo,posiitve
2588,hum to aapka swagat krne ke liye kb se aaye hue hai pr aap hi nhi aa rehe,posiitve
585,Anjana Dhamodharan hi suweet hart buhat achi lag rahi h0,posiitve
1395,mi ap ki movie ka bhut time se wait kr rhi ccccc,neutral
1689,"salman sir plzzzz sir madat kro sir mai 4saal se aapka number dhoond raha hu sir plzz madat kro mere parivar ko aapki jarurat hai salman sir plzzzz sir....yeh mera no...hai ..,.7355458113",neutral
2927,Asslawalecom salman bhai..,posiitve
3466,Muslmano ki beizti ki hai is film mai,negative
1400,Bahan chood teri,negative
2750,Bhai jaan 4.30 pm ho gaiya hai ab to online avo kitna wait karvoga,neutral
1743,bhai 3:30 tha time to,neutral
170,modi ji jay ram ji ki,posiitve
2082,Jaldi ajaw bhai Namaz mey jana hey,neutral
2894,Bhai k sath apun kab se baat karnay ka soch hi raha tha..Whats  App pr aah jana..,posiitve
735,Teri film flop hogi dekh tu ab salman khan,negative
3015,Bhai aaap ki  Sab say aache  film kon si hai .,posiitve
3253,bhaijaan aap awesome hi,posiitve
2586,Aaj kisiko reply nai milne wala Salman sir ne ullu bnaya,neutral
287,kise kaam.ki.nh hai jo ..,negative
2882,Is baar ni hua katti bt nxt time jarur ho jauga...love u bhaijaan.......mmmmuuuuuuaaaaahhhhhhhh,posiitve
176,Chankya ne kha hai .. Agar aapko ek kadam aage badhna hai to pahle 10 kadam piche rakho,neutral
2419,BHAI ab mujse aur wait nhi hota aapka wait 3.30 se kr rha ho,neutral
1503,Bhai koe bata aayega baat kese karr sakte hei. Bhai se..????,neutral
284,Dhyaan se sir bike se mt gir jaana hahaha,negative
3270,<3 iloveee yooou,posiitve
1751,Abhi kiu nahi salman,neutral
3320,"Vai always we love u, or hm sabko paataha aap aisa kuch nahi karenge jo kisiko dukh pouche.... always vaijaan r8 or jo kartaha kisiko na kisiko vala hotaha.....",neutral
2604,kya sallu bhai baat krne ki bola lekin reply to kisi ko kr hi nhi rhe,negative
979,aabki baat 800cr par bajrangi bhaijaan (y),posiitve
2707,Bahot ho chuki hain teri dillagi  chale bhi aao abb shyam dhalne lagi.. :-),posiitve
2288,yes actully its 4.06 ..,neutral
1668,dekho wo aaa gya ................. fir se ed pr edi lene sbka apna bhaijaan................,posiitve
136,Modi ji desh ka nam bda rhe he.,posiitve
986,Yes I'm ready u luk so handsome bhagwaan aapko buri nazar se bachaaye,posiitve
2000,aa jao na....plzzz,neutral
621,Salman bhai boleto rock star,posiitve
2346,Hy salman bhai,neutral
3877,Salman sir bahot acchi movie hai super hit blockbuster movie.,posiitve
2040,BHAI AAO AB,neutral
1630,Insha Allah blockbuster hoge abki bar 300 cross Paar bajrangi bhaijaan,posiitve
3040,Muslim hokar muslim ko hi neech bolte ho. .. Allah se daro. ...  ye saari dolat sab kuch yaho reh jayega. .. Khuda se daro,posiitve
3219,bhaijaan ramzan kese chl rhe hh,neutral
1574,Nhi aane wale aap pta h. Sbko hhahah,neutral
2257,dabang 3 ? Kab,neutral
3869,I'm superman but salman ka fan,posiitve
3835,Banjrangi bhaijaan jaisa koi nahi ban sakta hai aur unki movie mashallah,posiitve
3503,Bhaijaan of bollywod salman bhai,neutral
1397,Meri jaan mera salman,posiitve
747,Vani ap salok se raho muj ko jo b bura kahe ga allah pak deketa hai,negative
1248,aapki film kaisi bhi q na ho humko 1st day 1st show dekni hi hai.,posiitve
3132,abe koi toh batao akhir chal kya rha yahan,negative
2955,Ohh aaj mara bhai roja #tc,posiitve
3672,Favourite salman khan bhai eid mubarak ho,posiitve
368,Kyo modi ji bihar ke yua berojgar hi rhenge. Bihar ki gandi rajniti me sare yua piss rhe h,negative
3001,salman sir aap aiye b nai baat karne :(,posiitve
2298,Don't worry bhai aap aaye nhi toh bhi chlega,neutral
793,jo mujhe req bhejenga mai usse apna nr dungi promise,neutral
1830,Aapse baat hogi .dil nhi manta.,neutral
1025,Ashu yar bs kro. . .,neutral
2135,tym kbka ho gya...whr r u,neutral
3369,To hum kya karay,neutral
1823,Ap se Sirf ek swal krunga bhi jaan,neutral
3407,sallu bhai rockz,posiitve
1776,Kya Salman bhai...mene job se 6uti lekar aaya apse baat krne ko ab aap 4 baje milege..,neutral
1982,sab se bada my hun salman khan ka deewana,neutral
2504,Sallu bhai patiala a jao apni film ki promotion ke liye...,neutral
2978,Bhaaiii orrr kitnaaa wait krwaogyy yrrrr....,posiitve
2172,Sir 4 baj gaye,neutral
40,Aisa PM naa hua hai aur naa hee hoga kabhi. .,posiitve
2337,I know bhaI jaan ka hamesha ki tarha net khrab ho geya hai,neutral
129,urgent wrk hai aapke saath modi g,neutral
1548,Ap sub ki firki le rhe ho kya'?,neutral
375,Modi jorj aage bado ham tumhare sath hai jai Bharat....,posiitve
3680,bhi..movie blockbuster hogi bhai,posiitve
2350,plzz slman ap jrur reply krna hm apka w8 krre h,neutral
557,"Mami papaa , aur bacha party aur Sab kaise hai",neutral
2727,ek reply  bhai plzzzzz,neutral
3463,Kaya hal salman bahi kamal karte ho pande g,neutral
2286,"Subah se 3:30 ka wait kar rahe hai, aapne 4pm bhi ho gaye.. Ab toh aa jao aap plz plz",neutral
3135,Nikita Islam Sunati bhai tum ye fake id se kyu pagal bana raha hai yaar in ladko ko,negative
2539,hiiiiiiiiiiii sallu bhai im big fan sallu bhai aapko twitter par roz mai hi massage karti ho im big fan sallu bhai reply plzzzzzz,neutral
222,Abki baar phir modi sarkar,posiitve
2529,han #nadim_shaikh ki amma aaegi..,neutral
1376,salman bhai look to mast hai par choor lag rahe ho,neutral
2783,Bhaijaan muslim wali bat such hai ya fek hai plz reply sallu bhai,neutral
1567,Hum vi bath korengi apke sath sallu bhai,neutral
1311,Wah bhai jaan bahut smart lag rahe ho,posiitve
1485,Bhai jaan aap 3: 30 par ayenge par ham to subah se baithe hai apke intzar main uska kya bolea.,neutral
3482,I don't know bt I want to ask.. K log bol rahe hai k salman ne bola hai k mujhe apni film hit krne k liye musalman log ki zarurt nhi... Agr aapne aisa bola hai to movie eid me q release kr rahe hai eid baad karo,neutral
2285,aaj Facebook pe lagta h sabse jyada comments ka worl record ban jayega,neutral
3598,salu bhi i your biggest fan jai bajrangi bhaijaan,posiitve
3325,Salman bhai tension mat lo....hum is ovaisi ki baaton me nhi aane wale.....movie super duper hit he,posiitve
187,Apka kya khna PM ji,neutral
403,BJP youth ki skill niche video me dekhiye.,neutral
2802,where r uu...bhaiii ...plzz one rplyy mustt onlyy onee:-(,neutral
194,modi ji apko sahi dimag ko me salute karta hu,posiitve
863,ye vi bolne ki baat h ap bulayen aur hum na ayee #bhaiyjan,neutral
1008,Pirty toh aap k sath karni thi boss,neutral
2865,"Bhai hisar,haryana m aajao",posiitve
3483,i am bigg fan of salman khan iam pakistani love love uuuu salman khan,posiitve
532,arey yo toh apna hi balak se,neutral
719,De tera aur salman ka character hi waisa hai chip,negative
298,Jo gau hatya band ni kar sakta woh hamare kam ka nehi,negative
138,Gandhiji ka sanman itnato congress ne bhi nahi kiya,posiitve
1805,bhai kaam se fariq ho jau to bta dena pahle aap,neutral
3286,bhai mko.farq ni pdta,negative
952,hindu Muslim ke naam pe paisa kama raha hai salman khan.. shame..,negative
2383,Bhai jaan kha ho Salman khan,neutral
1778,Kamal karte ho bajrangi bhaiya itna intzar ;-),neutral
1678,Sir meri ek hi ichha h apse milna,neutral
3644,film ka story mast he aur aap bhi mast ho............,posiitve
3118,Kisko bol rahi ho,neutral
3433,Niki varma tum bhi bol lo,neutral
2242,Salman khan meeting me bzy he kal online aaye ge wo,neutral
164,Udar hamare indian faoj ko pakistan goliyo se bhuj raha hai or navaj se hath mila rahe hai,negative
2639,Bhai jaan come plz,neutral
2758,Salman Bhai app ko chada ni raha hu ksm as app ka naam hi Kafi hai,posiitve
1809,"Sallu jaan , jumma mubarak",neutral
602,Okk boss apka hukum ser ankho ma:),neutral
1050,Tum mere jaan ho bhai plz 1 bar call ya msg tu h to bola tha like ya comment karo tum padty ho na .,posiitve
1369,assala muwalekum vhai zahan,neutral
255,Sunil ji Brahmand ke Sher hain hamarein Modi Ji,posiitve
3462,being human ka aslee avtaar. salman bhaii aap aur aap kay dad lakhon karoron logon ki duaa letay ho. mashAllah ......subhanAllah. stay blessed always admin aamir ahmed,neutral
310,Sehar aa gaya,neutral
800,Salman meri family boht sharif he hm apni bf k sath ayashi waste apne maa baap ki izet khak me nai mila sekte,neutral
3750,Sab ka bhai salmaan bhai love you salmaan,posiitve
2494,kahi aisa to nhi bhai ki aap hume direct ye news doge ki aapki shadi bhot saal pehle ho chuki he n wo apne top secret rakha hai???,neutral
737,Iska film mat dekhna dosto,negative
1243,Abe selman Khan muslman ke name per klneq hae ise jeene ka koi heq nahi hae,negative
2775,Bhai 4 baj gaye hain,neutral
3637,Aaj ek se bdkr ek ghatnayen huyi hain pta nhhh kya huwa h...,neutral
1422,Bhaiii ...greatttt<3<3<3 amazinggg wonderfullll,posiitve
1047,Aur sab kaisa chalra hai,neutral
791,meri baat par kisi bhi hamazade ko koi bhi doubt ho shock se aye mere village,negative
2959,good evening Mr. khan ... mai apki bout bout bdi fan hu..i love u so much bhaijaan..... bhagwan apko hr buri najar se bchaye or aap hmesha healthy rhe...  love u bhai.....,posiitve
2181,itd 4:03,neutral
2472,Bhai Goli de rahe ho chotey bhai ko,neutral
1393,Bolo naa kyaa karo salman ?,neutral
248,mai aap se milta chahta hu lekin mai mil nahi pawga,neutral
1361,meney suna ap kiynup hohay yes no pls ansr,neutral
1060,tumne muje msg kya tha plz batao please,neutral
36,"bhrat ko no.1 banne me ab jyada samy nahi lagega,, kyo ki modi ji jaisa pm bade bhagya se milte hai,,jo bharat ki rftar ko bdane me koi kasar nahi chodege,,,,,,,,,jai hind,,,,,,",posiitve
2596,bhai mera rply jarur krna pehle hi bta du ;-) apne khud hi bola hai main sare comment padhta hu ye v pdh lia hoga apne :-D,neutral
12,modiji duniya k masiha he...kafi ku6 kiya he or aage bhi karna he....,posiitve
2610,4 bhj gye but aap kahan ko jnab :(,neutral
3349,Salman Khan tere pean dee phudhe mara kece randi k beachy,negative
385,"Today I am totally confuse........bcoz mai ATAL JI Ko best PM manta thaAb lagta hai Modi ji best PM of. BHARAT Bolna parega,,,, jai jai ho",posiitve
3566,salman bhai ne apka bahot bda fan hu,neutral
1529,meri zindagi ka maksad he apse milna,neutral
3008,Hame bula kar khud kahan chale gaye,posiitve
783,Kutta hai to na to muslim na to hindu,negative
2898,kya bat karu ??  Bangladesh main jo Hindu k satha jo horaha hain... baat kar k kya hoga ??,neutral
1271,tere muslman hun te lanat hai,negative
2141,Aaray Yaar koi toh bolo sab comment kar re khali kispe baat karinge bhi,neutral
1365,are zarur sallu kamaal krte ho,posiitve
1076,aslamo alaikum bhai,neutral
3696,Lol haramzady apnay tu musalmano ko zalil kya allah apko hidayet karay ameen,negative
1491,Lagta hai jaise jamana beet gaya par 3:30 nai hone wale aaj !!!,neutral
1599,Jaldi aa jao Salu bhai.bhai aap kahan ho 4pm ho gaya...I'm waiting you bajrangi bhaijn...Aap bahut kamaal karte ho...,neutral
235,pm uncle abki bar naya bihar bihar ki janta banayegi bjp sarkaar,posiitve
1941,Keh do tumhe ya chup rahu,neutral
953,bhai eid ka gift nhi doge,neutral
1691,Hamesha Bhai bola par tu Bhai bolne k layak nhi,negative
2174,bhaijan kahan ho,neutral
2008,Sir life me ek baar apko milna he aapko milna he,neutral
2139,"apja ek vi film miss nehi karta, kisaka film k lia theatre jau ya na jau.. 2-3 Bar min. Apka film thetre mein dekhne zarur jataa hun dosto ko leke.",neutral
1728,Kahte h ki salman bhai kabi juth nahi bolte,neutral
1610,Bhai aap dildar ho m janta aapse bda koi ni h dil ka raja,posiitve
738,Chlo new frndz bnate hn,neutral
729,Mujhe shadi karni salman apse plzzzzzzzzzzzzzzzz marry me,posiitve
1132,Yeh kaun boodeh ke peechhe padi hai bina makeup ke dekhle bhaag jaogi.,negative
3212,hhaha mjak mt kro aap ka phone off aa rha hai salman bhiya,negative
3863,Bhai main apka bhot bada fan hun dil se bol raha hun.. bole toh apna bhai kaun sallu bhai .... jumaa mubarak wishing you all the best ur new movie. ..,posiitve
105,jai ho modi jii,posiitve
2615,Bhai kuch kaam se busy honge wo jarur aayenge,neutral
392,"Great modi ji,duja koi nhi aap jaisa",posiitve
2137,Bhai 1 bar rply chahiye aapka kha ho sir,neutral
3675,You r great Salman sir....Aap 1.Actor baad me ho pehle 1.Achha insan ho....Ummid hai Aap hindu or muslim ke sath aa rahe apwad jank bayano ko gour nhi farmayege...,posiitve
434,salman itni problem mei bhi desh ki duty ker rhe hai so why not..,posiitve
3597,Sabaka bhai salu bhai,posiitve
2562,ab aa bhi jao,posiitve
2576,Hum cnfused ho gaye kya aap baat karenge au hum off line hye jai.,neutral
2486,bhai ne kaha hai ki wo busy hai....6 bje tak,neutral
3226,bajrangi bhaijan jaldi aa jao cinema hall me,neutral
545,8527106761 plz Salman sir. Mujhe aapse milne ka moka den,neutral
1176,Bhai musalman hone ka to faraz nibha deta brother,negative
2171,Kitna tym aurrrrr ji,neutral
477,India no1 star salman bhai,posiitve
3347,Aur raha bt salman khan ka to salman khan ko apna name chenge kar dena chahiye salman nhi rakh k unko salman kumar rakhnaa chahiye isliye k o muslma k name per dhabaaa haiiiiiiiiiiii,negative
2751,Ohhhh myy salluuu,posiitve
3218,missss u salman,neutral
742,Salman bhai ab to ap shadi kr lain...,neutral
3736,Bekaar hoe gi,negative
1457,Pata wata hota nhi ajate hain bheek mangne,neutral
2849,Kis kis ko rply denge salman...uffffff....jisko salman bahut achha lagta hain usko dena....,posiitve
3745,Superb floop salman khan,negative
1698,I love you meri jan aap sah bohot piyar karty hoo,posiitve
3249,bhai aap tou best he bajrangi bhaijaan ATBB hogi ;),posiitve
2148,kya bath hai mere dost kay apmere sath film karoge,neutral
2992,sallu bhai kya baat h,neutral
3232,ok boss apka hukum sir ankho pe,posiitve
1152,Teri maa ka,negative
2804,"Eid ki aapko dher sari badhai ho, and BAJRANGI BHAIJAN 17ko screen par aai he to me or meri family sab dekhne jayenge, and me dua karta hu ki aapki ye film jyada tar log dekhe or 200corore ke club se bhi aage jaye. BEST OF LUCK. BEING HUMAN",neutral
518,Grt super star sallu bhai,posiitve
1408,Bhaijaan aapka song humesha hit hi hota hai,posiitve
2249,plllzzzzzz baat kijiye naaa i am waiting kab se,neutral
15,Namaste MAHA MODI ji!!,neutral
1168,"welcome *""*'*'*'*'*'*bajrangibhai jaan*'*'*'*'*'*'*""*'*'*superhit movie*""*""*""*'*'*'*:welcome fance party*""*'-'*'-'*'*""*'*superr*'*'*'*'*'*'*'*:*duper*""*'*'*'*'*'*best*'*'*'*'*'*'*'*'*""*:very nice*""*'*'*:*'*bajarangi bhai *""*'*'*""*'*'*'*bajarangi bhai *'*""*""*""*'*'*'*'*bajarangi bhai*""*""*'*'*':'*:*'*hit*'*""*'*'*:hit*'*""*'*'*'*'*'*'*hit*'*'*""*'*'*'*super actor&actress*""*'*'bajrangibhai*""*'*'kareena *'*'*'*'*best *""*""*""*'*'*""*'*watch movie later-id-ul-fittar*""*'*'*'with*""*""*'*'*sallu*""*""*'*'*':'kareena *""*'*'*'*'*bajarangi bhai jaan *""*""*'*'*superstar*""*'*'*'::",posiitve
2711,4 baj gaye but rply abhi baaki hai,neutral
573,salman aap to hmare jaise ho eek baar kuch bolo,neutral
3200,Ye fake id h salman sir ki kyuki esa ho nhi skta ki salman sir ko sat shree akal likhna aata :-),negative
1602,love uuuu soooo muchhhhhhhhhhh jannatttttttttt,posiitve
3411,SK bhai aap shaddi kab karoge muje aap ke son ko dekhna hy,neutral
2302,bhai helo hi bol do...,neutral
651,App ko ramzan ka mahina mobarrak ho....or app ho allah tala or tarraki de....,posiitve
3195,Aallah qasam salman khan agr bt ni ap ne hm se tou aaj k bd main khbi apki ek film b ni dekhunga aate q ni ho,negative
2725,Salman bhai yr aap bhooot mast ho... ?,neutral
3210,Pooja soja nahi ane wala bhaija,negative
3026,Realy kaha par,neutral
1343,Nice salman ji,posiitve
1163,theek hai mujhe to lagta hai main ye film dekh chuuka hu sabhi loog iss film ko apne aap se relate karenge,neutral
646,Salu bhai dabangg 3 kab release kar rahe ho,posiitve
2653,hello #salman #khan,neutral
3246,Hlo sir kya aap kbhi mujhse baat krege mujhe aapse kuch share krna hai,neutral
1427,Apne dil jeet lia bhai...Allah bless you,posiitve
2592,Bhai ...4 <= baj gaye h ?Kaha ho aap,neutral
1633,Bhi my ap ke hr movie boht shok sy dekhta ho or ap ke movie ka wait krta ho,posiitve
2902,kitna paisa kama lega bajrangi,posiitve
2985,Kya ye wo hi salman h jisne hum ko chelange kya h,posiitve
3773,salman yaar sudhar ja bhai Q krta hai gandi herkate yaar,negative
2552,Bhai. Shahid ki shaadi mein nai gaye. ? ??,neutral
3289,pahle sahi se islam ka meaning sikh lo tum aur apne pita ji ko bhi sikhao,negative
73,Sir hm sab digitial india ke platform pe chalna chahte hai.mai samghta ho kifirst priority hmre force ko hny chahiye becaymuse unhe sabse jyada digital hona must hai india ke liye.,neutral
2626,bhai aapke answer k liy boht piche jana pdega,neutral
3236,Jo muslmano pe kicad uthayega hum use kuchl deege yaad rkh che koi v ho,negative
144,P.M.NAMO NAMO Aaj aapki vajha se saare Duniya Ghunj uthe hai only MODI MODI Thanks,posiitve
3504,Bhaijan love uuu,posiitve
1519,Plzzz help me bhai plzz read my comment plzz help me.,neutral
2016,4 bj gye bhai.... aa jao ab,neutral
3357,Yes puri duniya aapke khilaf ku na ho jaye mujhe aapke upar pura bhrosa h or marte dum tak rahega salman bhaijaan love you,posiitve
2377,arre ap to aaynge nhi hm ja rhe h.....,neutral
2763,kya kyu sb ko pareshan kar rhe ho sb aap ke pichh le 1 gante se with kar rhe he,neutral
1492,3.30 bje tak bhai yaha video chat karne vale h so apne question ke sath taiyar rehna,neutral
2948,aapko jamane se jhin lu ittana meri aukat nhi .....,posiitve
1559,Aap ka bajrangi baijaan main aap ka naam kya hai,neutral
2336,Hiii salman bhai,neutral
632,sir aap kuch dhyan nahi dete pLz plz plz,neutral
2641,kaha pe chat karna bhai,neutral
3754,bahut pasand aaya,posiitve
1079,sallu bhai rocks,posiitve
1450,salman sir aap kider ho plz message karo na mujhe plz,neutral
3125,Ya allah ap abhi tak nahi aye salman :(,neutral
1757,Sallu bhai meri bhoot fan,neutral
830,Bajrangi bhaijaan sab record todegi salman bhai jiii,posiitve
1821,"7,600th like :)",neutral
1116,Bole to ekdum hit apne sallu bhai ki picture jhakaaas,posiitve
1223,bhai....hum tumhare bareme sab jaante hai..kya question aur kya answer....we love you.....abto bss movie release ho...usi din jashn hoga....Eid mubarak in advance..........,posiitve
1200,Tum musalman nahi hi,negative
274,Pm ky sath videsh mantri bhi h modi,neutral
3251,Haa hme bharosha h bhai,neutral
135,Jiao hind jai bharat,posiitve
736,hi sallu bhai <3,posiitve
3628,Salman yaha aur bi bahot se bandar hai par mai sirf tum se pyar karti hu please reply me,posiitve
495,hlooo shalu bhai kya hal h,neutral
1833,4 pm toh ho gaya abhi taak...........! :(,neutral
2672,Abhe 2 mint han yaar,neutral
3787,gGuyssss meri profile picture kesi leg rahi hai..???,neutral
3305,Bhai aapki film super hit hogi hamari duaa aapke sath hai aur aapke sirpe mere bajrang balika hath hai Allah se duaa kartahu ki aapki film super ho,posiitve
65,PM ka samman..........mera samman....JAY HIND,posiitve
874,Salman ab hindu bangya he bhayoo koi movie dhkhne nhi jaaye,negative
942,Tum kafar ho,negative
686,Hi bhai aap kaise ho bhai aap ka fan h,posiitve
3229,"Hello ""BAJRANGI BHAIJAAN""",neutral
1057,bhai is kutte ki film mat dekho kyu apna paisa haram jagah le jaa rahe ho,negative
352,"Kesi randi ka bacha,",negative
1755,Ok ..chahe jb ap bolo,neutral
1065,m sallu ko etna love krta hu jisko nap ne k liye avi tk kuch ni bna,posiitve
2495,aapka har andaz hi anokha hai janaab,neutral
3096,Bhai jaan bolu naa.. yar,neutral
2340,hey mery inbox mai msg agay salman ka yahooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo\,posiitve
1335,bhaijaan mere Questions... aap sabse jyada kise chahte ho????,neutral
771,jo ganda log hai woh ganda hi rahega according to pychology u cant change anyones behavior woh act karege par change nhi hote !,negative
3265,sir ap roja rakte ho,neutral
3092,jhuti hi umid shi pr batta do sir fir kub milege,negative
3059,tum mujhse pyar karte ho han to q,posiitve
3367,aise nahi bolte sar ko....,negative
1270,Salman don't worry faltu ki abha se apke fan ko fark nhi padega movie mast chalegi,posiitve
1834,Aslam alekum jumma Mubarak ho sallu Darling...,neutral
3537,esaa kyu bolte ho aap,neutral
3861,Kya ap hum se bat karoge,neutral
2585,Shayad bhaijaan aap busy ho koi baat nahi khuda Hafiz iftaari ki tayyari karni hai Allah Hafiz bhai,neutral
2314,Sab kya hoga,neutral
3243,Me bhi ik actor hi hon song and drama se ret.kio ki ghaziabad ho islia miss karonga dilhi hota to zaror dekhta thanks,neutral
2207,sir plz plz,neutral
2612,Main apka bohot badaaa fan hoon.. we luv u bhai,posiitve
911,Isski film allah kare flop ho aur age jo bnayega wo sab flop ho aur hogi tujhe kiya pata slman musalman ki dua ki kiya taseer hoti hai,negative
1656,"kya kahu bhai tumhara har stilepe josh hai,mano ya na mano sare ledki tumpe marte hai.jisko chaho apna banalo,khuda ka kasam kabhi na mat bolo.",neutral
3592,bhai jaan humne suna hai jo apke kreeb hote hai ap unki har vis puri karte plz bhai ek baar mujhse baat kar lijiye g.e. bhai love u always,posiitve
1845,Kaise ho aap papa sorry hum sogaye the abhi uthe h thodi der kardi na hum ne but koi baat nahi abhi baat karte hum dono haa.,neutral
1631,Is mein koi shak nhi ho gi salman bhai ki movie ho or record na ho,posiitve
982,Sir ji apni kise s wada keya hi,neutral
3373,khano mn khan salman khan jan,neutral
1991,bhai aa jao,neutral
1708,kya bhai aapka ye movie bahubali record tod paeyga,neutral
474,maine bol tum so jao mai subh mangalugi,neutral
733,Bhai apks bazrangi bhaijan movi song verey nice,posiitve
1328,Inshallah bhai bajrangi bhaijaan will hit,posiitve
2861,wtng for ur rply ....plz,posiitve
521,harami sala salman...,negative
3081,kha par bhai,neutral
1518,india ka ek hi bhai h salman bhai (vo bhi acche vall bhai),posiitve
